tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,last_edit_date,accepted_answer_id,closed_date,closed_reason
"['azure', 'azure-blob-storage', 'openpyxl', 'azure-synapse', 'apache-synapse']","{'account_id': 4262865, 'reputation': 1154, 'user_id': 3486773, 'user_type': 'registered', 'accept_rate': 59, 'profile_image': 'https://www.gravatar.com/avatar/84be1c0d68e6586ff85cb67796b58d41?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'user3486773', 'link': 'https://stackoverflow.com/users/3486773/user3486773'}",True,110,1,-1,1693203330,1692824237,76964848,CC BY-SA 4.0,https://stackoverflow.com/questions/76964848/how-to-open-excel-sheet-with-openpyxl-in-azure-synapse-notebook,How to open excel sheet with openpyxl in azure synapse notebook?,1692882661.0,76966885.0,,
"['azure', 'serverless', 'azure-synapse', 'collation']","{'account_id': 29285862, 'reputation': 23, 'user_id': 22437459, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/78eba4ec59f1ca35c710cffbaaecfe8b?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Pingyao', 'link': 'https://stackoverflow.com/users/22437459/pingyao'}",True,45,1,0,1692988744,1692821607,76964620,CC BY-SA 4.0,https://stackoverflow.com/questions/76964620/how-to-change-collation-in-a-synapse-serverless-database,How to change Collation in a Synapse Serverless Database,1692821913.0,76964717.0,,
"['apache-spark', 'pyspark', 'azure-synapse', 'delta-lake']","{'account_id': 24425925, 'reputation': 183, 'user_id': 18351519, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/fc4806aac8a59c65c3ca28b80f41bf76?s=256&d=identicon&r=PG', 'display_name': 'AzUser1', 'link': 'https://stackoverflow.com/users/18351519/azuser1'}",True,55,1,-1,1692954262,1692781179,76959833,CC BY-SA 4.0,https://stackoverflow.com/questions/76959833/change-column-name-in-table-and-delta-files,Change Column name in table and delta files?,1692954262.0,76960618.0,,
"['apache-spark', 'pyspark', 'azure-synapse', 'azure-notebooks']","{'account_id': 25916058, 'reputation': 71, 'user_id': 19639432, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/447d14fb07adfbd9dcd98e3a93952026?s=256&d=identicon&r=PG', 'display_name': 'Dev', 'link': 'https://stackoverflow.com/users/19639432/dev'}",True,80,2,0,1692887507,1692778142,76959482,CC BY-SA 4.0,https://stackoverflow.com/questions/76959482/one-spark-session-for-all-notebook-in-synapse,One spark session for all notebook in Synapse,1692778645.0,,,
"['mongodb', 'azure', 'azure-data-factory', 'azure-synapse']","{'account_id': 29272509, 'reputation': 1, 'user_id': 22426966, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AAcHTtc55WZAIBtd2a1P7QYU6EHOcVMiAUbg_jLJ-h5Wcd5I=k-s256', 'display_name': 'Kulateja Maraka', 'link': 'https://stackoverflow.com/users/22426966/kulateja-maraka'}",False,33,1,0,1692811651,1692683988,76950443,CC BY-SA 4.0,https://stackoverflow.com/questions/76950443/cluster-ran-into-out-of-memory-issue-during-execution-please-retry-using-an-int,"Cluster ran into out of memory issue during execution, please retry using an integration runtime with bigger core count and/or memory optimized",1692811651.0,,,
"['azure', 'pyspark', 'azure-synapse', 'azure-synapse-analytics', 'azure-synapse-pipeline']","{'account_id': 29267935, 'reputation': 76, 'user_id': 22423379, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AAcHTtet_tY5P2gGuaZi5mtaVY4o7azeEGITO6_hyK-aRaTu=k-s256', 'display_name': 'Akhaya Chandan Mishra', 'link': 'https://stackoverflow.com/users/22423379/akhaya-chandan-mishra'}",True,118,1,0,1692791134,1692623629,76945639,CC BY-SA 4.0,https://stackoverflow.com/questions/76945639/fetching-data-from-on-premise-sql-server-to-azure-synapse-notebook-using-linked,Fetching data from On-Premise Sql Server to Azure Synapse Notebook using Linked Service,1692708966.0,76950846.0,,
"['azure', 'azure-synapse', 'mulesoft', 'mule4']","{'account_id': 4577159, 'reputation': 43, 'user_id': 3715320, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b775c4958cd5be805a28f66ac226cae3?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Muthu Palaniappan', 'link': 'https://stackoverflow.com/users/3715320/muthu-palaniappan'}",False,104,0,0,1692559132,1692469304,76936510,CC BY-SA 4.0,https://stackoverflow.com/questions/76936510/unable-to-call-stored-procedure-on-azure-synapse-analytics-database,Unable to call stored procedure on Azure Synapse Analytics database,1692559132.0,,,
"['upload', 'azure-data-factory', 'azure-synapse', 'incremental']","{'account_id': 26224220, 'reputation': 1, 'user_id': 19901137, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AItbvmnT9Z59NYMn9Q2qn_yjwE2BBLzDjCI3nQ0b4iK7=k-s256', 'display_name': 'HUSNA BANU', 'link': 'https://stackoverflow.com/users/19901137/husna-banu'}",False,52,1,0,1692831555,1692441736,76934696,CC BY-SA 4.0,https://stackoverflow.com/questions/76934696/how-to-load-large-data-closely-1tb-into-synapse-sql,How to load large data closely 1tb into synapse sql,,,,
"['apache-spark', 'azure-synapse']","{'account_id': 11706878, 'reputation': 159, 'user_id': 8570140, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://i.stack.imgur.com/Mo55L.jpg?s=256&g=1', 'display_name': 'bbb0777', 'link': 'https://stackoverflow.com/users/8570140/bbb0777'}",True,41,2,0,1692358578,1692303137,76924821,CC BY-SA 4.0,https://stackoverflow.com/questions/76924821/is-apache-spark-sql-generally-faster-with-a-delete-and-insert-or-a-merge,"Is Apache Spark SQL generally faster with a DELETE and INSERT, or a MERGE?",,76925387.0,,
"['apache-spark-sql', 'azure-synapse', 'azure-synapse-analytics']","{'account_id': 11706878, 'reputation': 159, 'user_id': 8570140, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://i.stack.imgur.com/Mo55L.jpg?s=256&g=1', 'display_name': 'bbb0777', 'link': 'https://stackoverflow.com/users/8570140/bbb0777'}",True,62,2,0,1693009316,1692292407,76923763,CC BY-SA 4.0,https://stackoverflow.com/questions/76923763/how-troubleshoot-synapse-spark-notebook-that-runs-manually-but-times-out-if-run,"How troubleshoot Synapse Spark Notebook that runs manually, but times out if run from a Pipeline",1692314196.0,76981134.0,,
"['azure', 'etl', 'azure-synapse']","{'account_id': 29244182, 'reputation': 1, 'user_id': 22404979, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AAcHTtdc4VuRkAEQK4cWWBqisiIG_p5JOLcl1mpII5EnHlW27A=k-s256', 'display_name': 'tamiboy777', 'link': 'https://stackoverflow.com/users/22404979/tamiboy777'}",False,56,1,0,1692278670,1692274956,76921490,CC BY-SA 4.0,https://stackoverflow.com/questions/76921490/azure-pipelines-dataflow-fails-when-ingesting-an-empty-json-from-api,Azure Pipelines/Dataflow fails when ingesting an empty JSON from API,,,,
"['azure', 'azure-data-factory', 'azure-synapse']","{'account_id': 28566320, 'reputation': 11, 'user_id': 21869154, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/170658a06526e794ec7051a4d594c09f?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'MahiC98', 'link': 'https://stackoverflow.com/users/21869154/mahic98'}",False,39,1,0,1692427583,1692265182,76920278,CC BY-SA 4.0,https://stackoverflow.com/questions/76920278/is-there-a-way-to-remove-default-column-names-when-processing-data-in-azure-syna,Is there a way to remove default column names when processing data in azure synapse analytics?,,,,
['azure-synapse'],"{'account_id': 27864171, 'reputation': 5, 'user_id': 21276030, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/457e728960c1ac7d2f0319296546d87b?s=256&d=identicon&r=PG', 'display_name': 'Kenzo-San', 'link': 'https://stackoverflow.com/users/21276030/kenzo-san'}",True,43,1,0,1692253228,1692236064,76917964,CC BY-SA 4.0,https://stackoverflow.com/questions/76917964/iif-condition-in-azure-synapse-derived-columns,IIF condition in Azure Synapse Derived Columns,1692236131.0,76918910.0,,
"['python', 'apache-spark', 'pyspark', 'azure-synapse']","{'account_id': 4363420, 'reputation': 396, 'user_id': 3559859, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/dd58c25f11fded3d4a3a3244b9ea0dc6?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'NFoerster', 'link': 'https://stackoverflow.com/users/3559859/nfoerster'}",True,69,2,0,1692183813,1692113920,76907274,CC BY-SA 4.0,https://stackoverflow.com/questions/76907274/pyspark-pyspark-sql-dataframe-foreachpartition-example-does-not-work,"PySpark, pyspark.sql.DataFrame.foreachPartition example does not work",,76912379.0,,
"['azure', 'apache-spark', 'jupyter-notebook', 'azure-synapse']","{'account_id': 28063326, 'reputation': 1, 'user_id': 21437092, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/tjtcs.jpg?s=256&g=1', 'display_name': 'LeonardKunz', 'link': 'https://stackoverflow.com/users/21437092/leonardkunz'}",False,79,1,0,1692792747,1692099374,76905619,CC BY-SA 4.0,https://stackoverflow.com/questions/76905619/azure-synapse-analytics-notebooks-on-local-ide,Azure Synapse Analytics Notebooks on local IDE,,,,
"['apache-spark', 'azure-synapse']","{'account_id': 20566942, 'reputation': 21, 'user_id': 15096063, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-0Jmx-hOiuLk/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucl_Um1EHuAH40RYVt_O5RZxXddgKg/s96-c/photo.jpg?sz=256', 'display_name': 'user15096063', 'link': 'https://stackoverflow.com/users/15096063/user15096063'}",False,45,1,-2,1692037625,1692025378,76900082,CC BY-SA 4.0,https://stackoverflow.com/questions/76900082/apache-spark-v-s-azure-synapse,Apache Spark v/s Azure Synapse,,,,
"['dataframe', 'pyspark', 'duplicates', 'azure-synapse']","{'account_id': 29221806, 'reputation': 1, 'user_id': 22387406, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AAcHTtes-tPELRm5TQsEcFbYTQy8wHX7Gdp7wVF4CBjVa3jH=k-s256', 'display_name': 'Anom', 'link': 'https://stackoverflow.com/users/22387406/anom'}",False,50,1,0,1692090559,1692018039,76899162,CC BY-SA 4.0,https://stackoverflow.com/questions/76899162/how-to-remove-duplicates-from-millions-of-rows-of-data-in-pyspark-dataframe-usi,"How to remove duplicates from millions of rows of data in pyspark dataframe, using pyspark",1692090559.0,,,
"['databricks', 'azure-synapse', 'delta-live-tables']","{'account_id': 8939103, 'reputation': 22, 'user_id': 6668867, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d26337693bd3bb7a1509dcbda0ab668b?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'marritza', 'link': 'https://stackoverflow.com/users/6668867/marritza'}",True,34,1,0,1692011828,1692002221,76897443,CC BY-SA 4.0,https://stackoverflow.com/questions/76897443/trigger-databricks-delta-live-tables-pipeline-from-synapse,Trigger Databricks Delta Live Tables Pipeline from Synapse,,76898478.0,,
"['pyspark', 'azure-synapse', 'delta-lake']","{'account_id': 2739437, 'reputation': 197, 'user_id': 20295949, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1e1b17281659fdb3b7067ef73953c25f?s=256&d=identicon&r=PG', 'display_name': 'HamidBee', 'link': 'https://stackoverflow.com/users/20295949/hamidbee'}",True,47,1,0,1691947995,1691875775,76891190,CC BY-SA 4.0,https://stackoverflow.com/questions/76891190/error-when-trying-to-read-a-delta-table-py4jjavaerror,Error when trying to read a Delta Table [Py4JJavaError],1691920452.0,76894506.0,,
"['azure', 'dataset', 'azure-synapse', 'linked-service']","{'account_id': 20566942, 'reputation': 21, 'user_id': 15096063, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-0Jmx-hOiuLk/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucl_Um1EHuAH40RYVt_O5RZxXddgKg/s96-c/photo.jpg?sz=256', 'display_name': 'user15096063', 'link': 'https://stackoverflow.com/users/15096063/user15096063'}",True,58,1,0,1692036293,1691816904,76887820,CC BY-SA 4.0,https://stackoverflow.com/questions/76887820/azure-synapse-dataset,Azure Synapse Dataset,,76899695.0,,
"['pyspark', 'azure-synapse', 'azure-data-lake-gen2']","{'account_id': 2528674, 'reputation': 1065, 'user_id': 2197446, 'user_type': 'registered', 'accept_rate': 64, 'profile_image': 'https://www.gravatar.com/avatar/957aee5df82459e40c5a81949a3558bf?s=256&d=identicon&r=PG', 'display_name': 'user2197446', 'link': 'https://stackoverflow.com/users/2197446/user2197446'}",True,66,1,0,1692023090,1691786738,76886565,CC BY-SA 4.0,https://stackoverflow.com/questions/76886565/delete-rows-from-a-parquet-table-using-pyspark-using-storage-account-trigger,Delete rows from a parquet table using Pyspark using storage account trigger,,,,
"['pyspark', 'azure-synapse']","{'account_id': 2528674, 'reputation': 1065, 'user_id': 2197446, 'user_type': 'registered', 'accept_rate': 64, 'profile_image': 'https://www.gravatar.com/avatar/957aee5df82459e40c5a81949a3558bf?s=256&d=identicon&r=PG', 'display_name': 'user2197446', 'link': 'https://stackoverflow.com/users/2197446/user2197446'}",False,84,0,0,1691782380,1691782380,76886286,CC BY-SA 4.0,https://stackoverflow.com/questions/76886286/pyspark-cant-read-a-parquet-file-with-a-uuid-in-it,Pyspark can&#39;t read a parquet file with a UUID in it,,,,
"['azure', 'apache-spark', 'pyspark', 'azure-synapse']","{'account_id': 25538663, 'reputation': 135, 'user_id': 19325203, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJxj7e02M-a3lRECfYqMiqImAUzpAyWn4D6mU3V6=k-s256', 'display_name': 'coding', 'link': 'https://stackoverflow.com/users/19325203/coding'}",True,108,1,0,1691734732,1691679571,76876972,CC BY-SA 4.0,https://stackoverflow.com/questions/76876972/pyspark-create-our-python-package,Pyspark - create our python package,1691682675.0,,,
"['sql-server', 'azure-synapse']","{'account_id': 2528674, 'reputation': 1065, 'user_id': 2197446, 'user_type': 'registered', 'accept_rate': 64, 'profile_image': 'https://www.gravatar.com/avatar/957aee5df82459e40c5a81949a3558bf?s=256&d=identicon&r=PG', 'display_name': 'user2197446', 'link': 'https://stackoverflow.com/users/2197446/user2197446'}",True,32,1,0,1691673024,1691672645,76875990,CC BY-SA 4.0,https://stackoverflow.com/questions/76875990/nested-json-element-parsing-to-null-in-synapse-serverless-sql,Nested JSON element parsing to NULL in Synapse Serverless SQL,,76876043.0,,
"['azure-synapse', 'delta-lake']","{'account_id': 26865799, 'reputation': 33, 'user_id': 20448590, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2dc563274021997fd48766b2302abaf1?s=256&d=identicon&r=PG', 'display_name': 'Jay2454643', 'link': 'https://stackoverflow.com/users/20448590/jay2454643'}",True,73,1,0,1691674343,1691661328,76874608,CC BY-SA 4.0,https://stackoverflow.com/questions/76874608/why-would-someone-use-a-delta-lake-over-a-dedicated-sql-pool,Why would someone use a Delta Lake over a dedicated SQL Pool?,,76876218.0,,
"['sql', 'serverless', 'azure-synapse']","{'account_id': 8992079, 'reputation': 26, 'user_id': 21954621, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AGNmyxZgrLmMen8igezwqGZPgj4FvU09lCq1WKe9o484ZA=k-s256', 'display_name': 'Ramesh Velayudhan', 'link': 'https://stackoverflow.com/users/21954621/ramesh-velayudhan'}",True,54,1,0,1691653760,1691652944,76873537,CC BY-SA 4.0,https://stackoverflow.com/questions/76873537/does-azure-synapse-serverless-sql-pool-database-support-query-store,Does azure synapse serverless sql pool database support Query store?,1691653049.0,,,
"['azure', 'azure-data-factory', 'azure-synapse']","{'account_id': 25538663, 'reputation': 135, 'user_id': 19325203, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJxj7e02M-a3lRECfYqMiqImAUzpAyWn4D6mU3V6=k-s256', 'display_name': 'coding', 'link': 'https://stackoverflow.com/users/19325203/coding'}",True,90,1,1,1691644456,1691622261,76871761,CC BY-SA 4.0,https://stackoverflow.com/questions/76871761/data-factory-pass-json-to-foreach-activity,Data Factory - pass json to foreach activity,1691638099.0,76872808.0,,
"['azure-synapse', 'snapshot', 'dbt']","{'account_id': 29192986, 'reputation': 1, 'user_id': 22364739, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/709acda9c55029ae2a30af0c64358303?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'ANYANNY', 'link': 'https://stackoverflow.com/users/22364739/anyanny'}",False,42,0,0,1691595370,1691594591,76869210,CC BY-SA 4.0,https://stackoverflow.com/questions/76869210/database-error-in-dbt-snapshot-clause-must-target-a-hash-distributed-table,"database error in dbt snapshot, clause must target a hash distributed table",1691595370.0,,,
"['azure', 'serverless', 'partitioning', 'azure-synapse']","{'account_id': 14804302, 'reputation': 45, 'user_id': 10691757, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/67a1513212d3b397b13d760873ba82c9?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Hern&#225;n', 'link': 'https://stackoverflow.com/users/10691757/hern%c3%a1n'}",True,37,1,0,1691597593,1691586643,76868130,CC BY-SA 4.0,https://stackoverflow.com/questions/76868130/azure-serverless-sql-filtering-on-non-partition-columns-performance,Azure Serverless SQL - filtering on non partition columns performance,,76868199.0,,
"['azure', 'azure-synapse']","{'account_id': 28566320, 'reputation': 11, 'user_id': 21869154, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/170658a06526e794ec7051a4d594c09f?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'MahiC98', 'link': 'https://stackoverflow.com/users/21869154/mahic98'}",True,43,1,0,1691496381,1691490989,76858740,CC BY-SA 4.0,https://stackoverflow.com/questions/76858740/trying-to-run-a-foreach-block-no-output-files-even-though-successful,"Trying to run a ForEach block, no output files even though &quot;successful&quot;",1691491105.0,76859398.0,,
